emotion,소개,작가명,작품명,address,topic,주제,멘트
기쁨,휴식이 필요해,앙리 마티스,꿈,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwamDrgQFAz6W_NNcM4KYyGRB-CsKHATWrmsbrDOdGZTkag6a7ihdy-CGeObA0qKT5gUs&usqp=CAU,,,
기쁨,주어진 현실을 극복하는 힘,파울 클레,황금 물고기,https://dbscthumb-phinf.pstatic.net/3329_000_4/20140914202151443_SZ03ZN5ZL.jpg/00030088.jpg?type=m4500_4500_fst_n&wm=Y,,,
기쁨,왜 나만 이렇게 힘들까?,루돌 리터 폰 알트,알저보아슈타트의 풍경,https://mblogthumb-phinf.pstatic.net/20160509_27/gtw89_14627640452990CiDO_JPEG/Rudolf_von_Alt_-_View_of_the_Alservorstadt%2C_1872_-_Google_Art_Project.jpg?type=w2,,,
기쁨,나도 시험이 끝나면 신나게 놀고 싶어,헤리트 반 혼토로스트,발코니의 음악대,http://dknews.dankook.ac.kr/news/photo/201906/16520_4086_5635.jpg,,,
기쁨,방전돼버린 심신을 위한 풍경,카스파르 프리드리히,저녁,https://dbscthumb-phinf.pstatic.net/3329_000_89/20141110020339096_VUCQ1TS86.jpg/2011012513060853.jpg?type=m2000_2000_fst&wm=N,,,
기쁨,하지만 혼자가 아닙니다,시드니 롱,평원의 혼,https://lh3.ggpht.com/JuzW-AuZjaHdrlP7vbHIjb-hZcwyWJuGD6BKPfTIUqme2AGwoLjekEBAsdFt=s1200,,,
기쁨,중요한 면접이나 미팅을 앞두었다면,헨리 통크스,모자 가게,https://mblogthumb-phinf.pstatic.net/20131223_16/dkseon00_1387807571524GWta5_JPEG/02_The_Hat_Shop_67.7x92.7_onc_1892.jpg?type=w2,,,
기쁨,나의 의지력 점검 시간,야코프 반 훌스동크,"레몬,오렌지,석류가 있는 정물",https://images.chosun.com/resizer/qwKWkK4-uqgrg2BostfpKo2B-jw=/700x608/smart/cloudfront-ap-northeast-1.images.arcpublishing.com/chosun/YSTZBA7XBYGQ2TPBTRI32X3EUA.jpg,,,
기쁨,최고의 기억 습관,피에트 몬드리안,콤퍼지션 No.2 / 콤퍼지션 No.6,https://us.123rf.com/450wm/bobrovee/bobrovee1610/bobrovee161000020/63637641-%EB%AA%AC-%EB%93%9C%EB%A6%AC-%EC%95%88-%EC%8A%A4%ED%83%80%EC%9D%BC-%EC%9B%90%ED%99%9C%ED%95%9C-%ED%8C%A8%ED%84%B4%EC%9C%BC%EB%A1%9C-%EC%B6%94%EC%83%81-%ED%98%84%EB%8C%80-%ED%9A%8C%ED%99%94.jpg?ver=6,,,
기쁨,자신감을 최대치로 끌어올린다,이스트먼 존슨,내 뒤에 남기고 온 소녀,https://pbs.twimg.com/media/EyQGtgSUYAUPWM0.jpg,,,
기쁨,망설임 없이 도전할 용기,빅토르 질베르,아이의 간식시간,https://mblogthumb-phinf.pstatic.net/20140130_142/jch0400_1391013047745xtSUt_JPEG/Baby%27s_Snacktime.jpg?type=w2,,,
기쁨,최적의 체력 관리란?,라울 뒤피,붉은 바이올린,https://post-phinf.pstatic.net/MjAyMDAxMTRfMTU3/MDAxNTc4OTg5MTA2MDYw.lRDcFzVwXPRXjfWPzaoOdY5pCL4MqPCwD18wD0UGNNUg.9TqJLq15XuV39LV6sO_zyE1ftyHISTKfmFNp_kS-oNcg.JPEG/32-000291-02.jpg?type=w1200,,,
기쁨,"망중한, 바쁜 가운데에서도 한가로운 때",장 조제프 자비에 비도,모르트퐁텐 파크,https://postfiles.pstatic.net/20160509_179/gtw89_1462761255360YRP4i_JPEG/e0015692_56656a1ab5085.png?type=w2,,,
기쁨,하루 일과를 마치고 집으로 가는 길,빈센트 반 고흐,별이 빛나는 밤,https://t1.daumcdn.net/cfile/tistory/2751D83C565D74B222,,,
기쁨,계획이 틀어져 자책하고 있다면,파니 브레이트,축하의 날,https://post-phinf.pstatic.net/MjAyMDA1MTlfNCAg/MDAxNTg5ODUxMDYzMzMw.BQC5BmvbWX3c9lMI4lZftT3e3WcnCYdbxkYP9up61f8g.Vl8CzxsP5t-cXZRC49ro77Z5ohMhLO8wejRPoHxhELwg.JPEG/04_Fanny_Brate_A_Day_of_Celebration.jpg?type=w1200,,,
기쁨,“난 할 수 있다“는 자존감,존 스탠리,남서부 초원의 버펄로 사냥,https://cdn.pixabay.com/photo/2013/02/14/04/57/john-stanley-81529_960_720.jpg,,,
기쁨,누구에게나 슬럼프는 있다,존 워터하우스,장미의 영혼,https://dbscthumb-phinf.pstatic.net/3329_000_4/20140914203333834_16N3QBFBQ.jpg/BAL_13776.jpg?type=m2000_2000_fst&wm=N,,,
기쁨,당락을 좌우하는 막판 스퍼트,월터 크레인,포세이돈의 말들,https://ncc-phinf.pstatic.net/ncc01/2012/7/31/34/002.jpg?type=w646,,,
기쁨,잡생각을 없애는 각성 효과,조지 캐틀린,아이오와족의 추장 ‘흰 구름‘,https://mblogthumb-phinf.pstatic.net/20160910_29/yammyamm74_1473468825580kEnxD_JPEG/CYMERA_20160819_142344.jpg?type=w2,,,
기쁨,패닉을 현명하게 대처하는 법,오거스터스 에드윈 멀레디,런던 브릿지에서의 쉼,https://mblogthumb-phinf.pstatic.net/MjAyMTAyMDlfMTA1/MDAxNjEyODQyOTgyODkz.ksTX2CAe-6a4gJx0Tp1c_Tll4mvpmwDjU0vQIDzjqMIg.Wf_puF5isf7ENi1VlSDLkjiTrzC53mG8ADHW1gL4-Nwg.JPEG.anmh87/Screenshot%EF%BC%BF20210209%EF%BC%8D125446%EF%BC%BFGallery.jpg?type=w800,,,
기쁨,우울함을 이기는 마음의 위안,존 커리,아약스,https://img.wikioo.org/ADC/Art.nsf/O/AQRC66/$File/John-Steuart-Curry-Ajax.jpg,,,
기쁨,경쟁자들도 고독한 시간을 이겨냅니다,앙리 루소,잠든 집시,https://img1.daumcdn.net/thumb/R1280x0.fjpg/?fname=http://t1.daumcdn.net/brunch/service/user/9rD/image/5BSHj9T39CmPqcCkYXVFKuJ96So,,,
기쁨,한가롭게 즐기는 그 순간을 위해,필립 윌슨 스티어,해변의 젊은 여인,https://t1.daumcdn.net/cfile/blog/99F12C4A5C128E4017,,,
기쁨,합격이 당신을 기다리고 있습니다,모리스 위트릴로,포와시 거리,https://www.idolmaster.co.kr/data/image/03%5B1%5D.jpg,,,
